kyBP,Prec_5KYR_AVG_DIFF,Humidity_5kyr_AVG_DIFF,Humidity_5kyr_AVG_DIFF_1,Humidity_3kyr_AVG_DIFF,Prec_3KYR_AVG_DIFF
1567.5,-0.002363636,-0.017,0.983,-0.019049581,-0.001285714
1568,-0.002909091,-0.016,0.984,-0.018939224,-0.002
1568.5,-0.003318182,-0.015,0.985,-0.019305567,-0.0025
1569,-0.003636364,-0.013,0.987,-0.017566247,-0.003071429
1569.5,-0.003863636,-0.009,0.991,-0.016537565,-0.0035
1570,-0.004045455,-0.007,0.993,-0.015336,-0.004
1570.5,-0.004090909,-0.002,0.998,-0.01174795,-0.004285714
1571,-0.004045455,0.005,1.005,-0.008553185,-0.004428571
1571.5,-0.003909091,0.013,1.013,-0.002600235,-0.004428571
1572,-0.003636364,0.03,1.03,0.00065502,-0.004357143
1572.5,-0.003318182,0.077,1.077,0.005900432,-0.004214286
1573,-0.002863636,0.226,1.226,0.015109269,-0.003928571
1573.5,-0.002363636,0.251,1.251,0.026498899,-0.003571429
1574,-0.001772727,0.223,1.223,0.05134412,-0.003
1574.5,-0.001272727,0.199,1.199,0.124109916,-0.002571429
1575,-0.000636364,0.191,1.191,0.352736438,-0.001928571
1575.5,-4.55E-05,0.2,1.2,0.390157482,-0.001357143
1576,0.000590909,0.205,1.205,0.341899884,-0.000642857
1576.5,0.001136364,0.215,1.215,0.296870596,-7.14286E-05
1577,0.001772727,0.212,1.212,0.275928239,0.000714286
1577.5,0.002272727,0.162,1.162,0.269028378,0.001285714
1578,0.002727273,0.194,1.194,0.20615286,0.001928571
1578.5,0.003045455,0.049,1.049,-0.001347228,0.002357143
1579,0.003363636,-0.028,0.972,-0.035689992,0.002928571
1579.5,0.003590909,-0.005,0.995,-0.045851821,0.003357143
1580,0.003727273,-0.055,0.945,0.115459025,0.003714286
1580.5,0.003727273,-0.079,0.921,0.130696806,0.003857143
1581,0.003636364,-0.083,0.917,0.030619107,0.004
1581.5,0.0035,-0.082,0.918,0.012856534,0.004071429
1582,0.003227273,-0.092,0.908,-0.127391282,0.004
1582.5,0.002863636,-0.09,0.91,-0.180551325,0.003785714
1583,0.002363636,-0.049,0.951,-0.115274378,0.003428571
1583.5,0.001909091,-0.163,0.837,-0.22667423,0.003142857
1584,0.001363636,-0.186,0.814,-0.222659125,0.002642857
1584.5,0.000818182,-0.13,0.87,-0.131849714,0.002142857
1585,0.000181818,-0.068,0.932,-0.115556601,0.001428571
1585.5,-0.000363636,-0.012,0.988,-0.054026581,0.000857143
1586,-0.000954545,0,1,-0.038060001,0.000142857
1586.5,-0.001454545,-0.021,0.979,-0.042436499,-0.000428571
1587,-0.002,-0.045,0.955,0.034737601,-0.001142857
1587.5,-0.002409091,0.015,1.015,-0.001911059,-0.001642857
1588,-0.002818182,0.047,1.047,-0.039356027,-0.002214286
1588.5,-0.003090909,-0.006,0.994,-0.070617407,-0.002571429
1589,-0.003272727,0.008,1.008,-0.040954642,-0.003
1589.5,-0.003363636,0.018,1.018,0.093700073,-0.003285714
1590,-0.003363636,0.018,1.018,0.144985991,-0.003571429
1590.5,-0.003272727,-0.012,0.988,-0.01863602,-0.003714286
1591,-0.003090909,-0.064,0.936,-0.023212352,-0.003714286
1591.5,-0.002863636,-0.054,0.946,-0.009770189,-0.003642857
1592,-0.002545455,-0.039,0.961,0.018579586,-0.003428571
1592.5,-0.002181818,-0.07,0.93,0.085876964,-0.003142857
1593,-0.001681818,-0.158,0.842,-0.126150431,-0.002714286
1593.5,-0.001181818,-0.206,0.794,-0.198111373,-0.002285714
1594,-0.000590909,-0.166,0.834,-0.122705367,-0.001714286
1594.5,-9.09E-05,-0.152,0.848,-0.163948232,-0.001285714
1595,0.000454545,-0.174,0.826,-0.183203879,-0.000642857
1595.5,0.000909091,-0.207,0.793,-0.207378954,-0.000142857
1596,0.001454545,-0.249,0.751,-0.260048407,0.0005
1596.5,0.001909091,-0.207,0.793,-0.162237122,0.001
1597,0.002318182,-0.239,0.761,-0.19847417,0.001571429
1597.5,0.002636364,-0.282,0.718,-0.24509211,0.002
1598,0.002954545,-0.246,0.754,-0.195392441,0.002571429
1598.5,0.003136364,-0.24,0.76,-0.203124805,0.002928571
1599,0.003227273,-0.242,0.758,-0.250517581,0.003214286
1599.5,0.003227273,-0.252,0.748,-0.305887255,0.003357143
1600,0.003136364,-0.254,0.746,-0.311513858,0.0035
1600.5,0.003,-0.23,0.77,-0.285508221,0.003571429
1601,0.002772727,-0.211,0.789,-0.261917719,0.0035
1601.5,0.002454545,-0.205,0.795,-0.264820447,0.003285714
1602,0.002,-0.189,0.811,-0.235695584,0.002928571
1602.5,0.001590909,-0.104,0.896,-0.18379032,0.002642857
1603,0.001090909,-0.065,0.935,-0.13258372,0.002214286
1603.5,0.000590909,-0.011,0.989,-0.130743331,0.001785714
1604,4.55E-05,0.033,1.033,-0.123698362,0.001142857
1604.5,-0.000409091,0.133,1.133,-0.033855121,0.000642857
1605,-0.000954545,0.172,1.172,-0.011875239,4.95635E-19
1605.5,-0.001409091,0.205,1.205,0.070330957,-0.0005
1606,-0.001909091,0.229,1.229,0.127883382,-0.001071429
1606.5,-0.002318182,0.262,1.262,0.278171001,-0.0015
1607,-0.002727273,0.327,1.327,0.328382202,-0.002071429
1607.5,-0.003,0.358,1.358,0.383223597,-0.002428571
1608,-0.003181818,0.317,1.317,0.339580342,-0.002857143
1608.5,-0.003272727,0.337,1.337,0.381124098,-0.003142857
1609,-0.003318182,0.301,1.301,0.399433683,-0.003428571
1609.5,-0.003318182,0.311,1.311,0.387411177,-0.003642857
1610,-0.003227273,0.174,1.174,0.254957795,-0.003714286
1610.5,-0.003045455,0.142,1.142,0.247519579,-0.003642857
1611,-0.002727273,0.183,1.183,0.221103088,-0.0035
1611.5,-0.002363636,0.094,1.094,0.256998989,-0.003285714
1612,-0.001909091,0.133,1.133,0.139882464,-0.002928571
1612.5,-0.001454545,0.073,1.073,0.03774214,-0.002571429
1613,-0.000863636,0.026,1.026,0.108041845,-0.002
1613.5,-0.000363636,0.145,1.145,-0.01050141,-0.001571429
1614,0.000227273,0.067,1.067,0.05934253,-0.001
1614.5,0.000772727,0.077,1.077,0.042160573,-0.0005
1615,0.001363636,0.107,1.107,-0.060626839,0.000214286
1615.5,0.001863636,0.149,1.149,0.209360928,0.000785714
1616,0.002409091,0.102,1.102,0.130235824,0.0015
1616.5,0.002818182,0.015,1.015,0.053702039,0.002
1617,0.003181818,0.026,1.026,0.277240203,0.002571429
1617.5,0.003454545,-0.129,0.871,0.164745395,0.003
1618,0.003727273,-0.139,0.861,0.083144796,0.0035
1618.5,0.003863636,-0.132,0.868,0.08992927,0.003785714
1619,0.003863636,-0.263,0.737,-0.19679493,0.004
1619.5,0.003772727,-0.214,0.786,-0.249237097,0.004071429
1620,0.003545455,-0.209,0.791,-0.297048059,0.004142857
1620.5,0.003272727,-0.265,0.735,-0.436106236,0.004142857
1621,0.002863636,-0.223,0.777,-0.438103739,0.003928571
1621.5,0.002409091,-0.155,0.845,-0.366752855,0.003642857
1622,0.001863636,-0.085,0.915,-0.298297485,0.003142857
1622.5,0.001363636,0.007,1.007,-0.180536344,0.002714286
1623,0.000681818,0.123,1.123,0.017273287,0.002071429
1623.5,0,0.132,1.132,0.057980306,0.001428571
1624,-0.000727273,0.136,1.136,0.163422603,0.000642857
1624.5,-0.001318182,0.207,1.207,0.22853618,7.14286E-05
1625,-0.001954545,0.29,1.29,0.279484451,-0.000785714
1625.5,-0.002454545,0.199,1.199,0.238379031,-0.001428571
1626,-0.003,0.214,1.214,0.194241556,-0.002142857
1626.5,-0.003409091,0.156,1.156,0.237643144,-0.002642857
1627,-0.003772727,0.171,1.171,0.333660141,-0.003214286
1627.5,-0.004045455,0.178,1.178,0.147598072,-0.003642857
1628,-0.004227273,0.082,1.082,0.14496319,-0.004142857
1628.5,-0.004227273,0.039,1.039,0.069702187,-0.004357143
1629,-0.004136364,0.121,1.121,0.119726718,-0.0045
1629.5,-0.004,0.116,1.116,0.229977381,-0.004571429
1630,-0.003681818,0.044,1.044,0.032836941,-0.0045
1630.5,-0.003318182,-0.022,0.978,-0.115791616,-0.004357143
1631,-0.002863636,0.038,1.038,0.116084627,-0.004071429
1631.5,-0.002363636,0.03,1.03,0.039803984,-0.003714286
1632,-0.001681818,0.078,1.078,0.061615959,-0.003071429
1632.5,-0.001045455,0.069,1.069,0.031243329,-0.0025
1633,-0.000318182,-0.071,0.929,-0.072766259,-0.001785714
1633.5,0.000318182,0.022,1.022,0.062443958,-0.001214286
1634,0.001045455,0.017,1.017,0.131816418,-0.000357143
1634.5,0.001681818,-0.156,0.844,0.037742179,0.000357143
1635,0.002318182,-0.192,0.808,-0.064195567,0.001214286
1635.5,0.002772727,-0.226,0.774,-0.002058647,0.001785714
1636,0.003272727,-0.238,0.762,-0.05584166,0.0025
1636.5,0.003681818,-0.275,0.725,-0.188354117,0.003071429
1637,0.004045455,-0.305,0.695,-0.308504948,0.003642857
1637.5,0.004227273,-0.383,0.617,-0.416775205,0.003928571
1638,0.004272727,-0.469,0.531,-0.449987617,0.004285714
1638.5,0.004227273,-0.398,0.602,-0.39341005,0.0045
1639,0.004136364,-0.43,0.57,-0.451003938,0.004642857
1639.5,0.003954545,-0.402,0.598,-0.495759404,0.004642857
1640,0.003590909,-0.299,0.701,-0.454771653,0.004428571
1640.5,0.003227273,-0.204,0.796,-0.388889735,0.004214286
1641,0.002727273,-0.141,0.859,-0.321882304,0.003928571
1641.5,0.002181818,-0.107,0.893,-0.313914174,0.003571429
1642,0.001545455,-0.003,0.997,-0.226483129,0.002928571
1642.5,0.000954545,0.038,1.038,-0.149158769,0.002357143
1643,0.000227273,0.08,1.08,-0.03606138,0.001571429
1643.5,-0.000363636,0.162,1.162,0.119589413,0.001
1644,-0.001,0.192,1.192,0.227863911,0.000285714
1644.5,-0.001590909,0.203,1.203,0.283890886,-0.000357143
1645,-0.002227273,0.211,1.211,0.260960482,-0.001214286
1645.5,-0.002681818,0.216,1.216,0.270648696,-0.001785714
1646,-0.003090909,0.187,1.187,0.232164715,-0.002428571
1646.5,-0.003363636,0.178,1.178,0.217215836,-0.002857143
1647,-0.003636364,0.132,1.132,0.184571843,-0.003357143
1647.5,-0.003818182,0.108,1.108,0.118447694,-0.003714286
1648,-0.003909091,0.11,1.11,0.085256045,-0.004
1648.5,-0.003863636,0.108,1.108,0.11795068,-0.004071429
1649,-0.003727273,0.069,1.069,0.071878415,-0.004142857
1649.5,-0.003545455,0.045,1.045,0.097204942,-0.004142857
1650,-0.003227273,0.042,1.042,0.138297019,-0.004
1650.5,-0.002863636,0.066,1.066,0.100205417,-0.003785714
1651,-0.002409091,0.075,1.075,0.038620368,-0.003428571
1651.5,-0.002,0.086,1.086,0.008924961,-0.003142857
1652,-0.0015,0.12,1.12,0.004700815,-0.002642857
1652.5,-0.001,0.151,1.151,0.08180193,-0.002142857
1653,-0.000363636,0.121,1.121,0.066092879,-0.0015
1653.5,0.000181818,0.111,1.111,0.047269414,-0.001
1654,0.000727273,0.18,1.18,0.135736989,-0.000357143
1654.5,0.001181818,0.186,1.186,0.201532822,0.000142857
1655,0.001681818,0.131,1.131,0.215841975,0.000857143
1655.5,0.002045455,0.122,1.122,0.246201592,0.001357143
1656,0.002409091,0.08,1.08,0.278932243,0.001857143
1656.5,0.002681818,0.065,1.065,0.213594685,0.002214286
1657,0.002909091,-0.001,0.999,0.080730178,0.002642857
1657.5,0.003045455,-0.101,0.899,0.007947756,0.002928571
1658,0.003090909,-0.14,0.86,-0.02967519,0.003214286
1658.5,0.003,-0.149,0.851,-0.021784183,0.003285714
1659,0.002863636,-0.164,0.836,-0.129490441,0.003285714
1659.5,0.002727273,-0.195,0.805,-0.305601821,0.003285714
1660,0.0025,-0.131,0.869,-0.310885103,0.003142857
1660.5,0.002227273,-0.036,0.964,-0.225008937,0.002928571
1661,0.001863636,-0.031,0.969,-0.202531397,0.002642857
1661.5,0.0015,0.01,1.01,-0.15342935,0.002357143
1662,0.001045455,-0.027,0.973,-0.094376284,0.001928571
1662.5,0.000636364,-0.01,0.99,0.026446316,0.001571429
1663,0.000181818,0.026,1.026,0.118216499,0.001071429
1663.5,-0.000181818,0.038,1.038,0.205221252,0.000714286
1664,-0.000545455,0.053,1.053,0.170848098,0.000214286
1664.5,-0.000863636,0.052,1.052,0.112208167,-0.000214286
1665,-0.001181818,0.082,1.082,0.041951996,-0.000714286
1665.5,-0.001409091,0.06,1.06,-0.045076647,-0.001071429
1666,-0.001636364,0.04,1.04,-0.084632625,-0.001428571
1666.5,-0.001772727,0.031,1.031,-0.072037452,-0.001642857
1667,-0.001863636,-0.016,0.984,-0.040604245,-0.001857143
1667.5,-0.001863636,0.025,1.025,0.041082983,-0.001928571
1668,-0.001818182,0.113,1.113,0.104518678,-0.002
1668.5,-0.001727273,0.108,1.108,0.124920919,-0.002
1669,-0.001545455,0.158,1.158,0.120269675,-0.001928571
1669.5,-0.001363636,0.101,1.101,0.125734766,-0.001857143
1670,-0.001136364,0.122,1.122,0.207716999,-0.001714286
1670.5,-0.000909091,0.014,1.014,0.084177879,-0.001571429
1671,-0.000681818,-0.014,0.986,0.108977702,-0.001285714
1671.5,-0.000454545,0.034,1.034,0.011872974,-0.001
1672,-0.000181818,0.008,1.008,0.071087345,-0.000642857
1672.5,4.55E-05,-0.046,0.954,0.006424593,-0.000357143
1673,0.000272727,0.052,1.052,-0.019870271,-7.14286E-05
1673.5,0.000454545,-0.085,0.915,-0.020549135,0.000142857
1674,0.000636364,-0.015,0.985,-0.032790138,0.000428571
1674.5,0.000727273,-0.051,0.949,-0.200423255,0.000571429
1675,0.000772727,-0.002,0.998,0.049504533,0.000714286
1675.5,0.000772727,0.023,1.023,-0.116988496,0.000785714
1676,0.000727273,0.025,1.025,0.03852293,0.000857143
1676.5,0.000681818,0.045,1.045,0.051834986,0.000928571
1677,0.000590909,-0.025,0.975,-0.044168983,0.000928571
1677.5,0.000454545,-0.007,0.993,0.094348663,0.000857143
1678,0.000272727,0.11,1.11,0.118017108,0.000714286
1678.5,9.09E-05,-0.052,0.948,-0.03222179,0.000571429
1679,-9.09E-05,0.012,1.012,0.073443362,0.000357143
1679.5,-0.000272727,-0.043,0.957,-0.019659429,0.000142857
1680,-0.0005,-0.04,0.96,0.051346125,-0.000142857
1680.5,-0.000681818,-0.021,0.979,-0.029262323,-0.000357143
1681,-0.000818182,-0.095,0.905,-0.134075394,-0.000571429
1681.5,-0.000909091,-0.04,0.96,-0.067765109,-0.000714286
1682,-0.001,-0.069,0.931,-0.081510437,-0.000928571
1682.5,-0.001045455,-0.015,0.985,-0.037157793,-0.001071429
1683,-0.001,0.012,1.012,-0.043622894,-0.001142857
1683.5,-0.000909091,-0.009,0.991,-0.11687324,-0.001142857
1684,-0.000818182,-0.004,0.996,-0.058890448,-0.001142857
1684.5,-0.000727273,0.024,1.024,0.030194721,-0.001142857
1685,-0.000545455,0.006,1.006,0.066371776,-0.001
1685.5,-0.000318182,-0.029,0.971,0.100905776,-0.000785714
1686,0,0.076,1.076,-0.002729463,-0.000571429
1686.5,0.000272727,0.092,1.092,0.052169686,-0.000428571
1687,0.000545455,0.083,1.083,0.004444918,-0.000142857
1687.5,0.000818182,0.114,1.114,-0.019028719,0.000142857
1688,0.001181818,0.081,1.081,0.106814763,0.000571429
1688.5,0.001454545,0.034,1.034,0.082891239,0.000857143
1689,0.001681818,0.014,1.014,0.028044307,0.001142857
1689.5,0.001909091,0.087,1.087,0.12557276,0.001428571
1690,0.002136364,0.01,1.01,0.119871294,0.001857143
1690.5,0.002272727,0.024,1.024,0.110767415,0.002142857
1691,0.002363636,0.039,1.039,0.169201057,0.002357143
1691.5,0.002363636,-0.116,0.884,0.014104365,0.002428571
1692,0.002272727,-0.149,0.851,-0.07696733,0.0025
1692.5,0.002181818,-0.15,0.85,-0.0893065,0.002571429
1693,0.002045455,-0.167,0.833,-0.136037631,0.002571429
1693.5,0.001818182,-0.216,0.784,-0.202461237,0.002428571
1694,0.001454545,-0.201,0.799,-0.20557159,0.002142857
1694.5,0.001136364,-0.226,0.774,-0.229709638,0.001928571
1695,0.000727273,-0.271,0.729,-0.272912064,0.001642857
1695.5,0.000318182,-0.222,0.778,-0.235856756,0.001357143
1696,-0.000181818,-0.205,0.795,-0.242290929,0.000857143
1696.5,-0.000636364,-0.171,0.829,-0.248307832,0.000428571
1697,-0.001181818,-0.097,0.903,-0.229961653,-0.000142857
1697.5,-0.001636364,-0.035,0.965,-0.191611408,-0.000571429
1698,-0.002090909,0.025,1.025,-0.175256124,-0.001142857
1698.5,-0.0025,0.039,1.039,-0.143385168,-0.001642857
1699,-0.002954545,0.153,1.153,-0.015715171,-0.002285714
1699.5,-0.003272727,0.169,1.169,0.054472745,-0.002714286
1700,-0.003545455,0.194,1.194,0.164730521,-0.003142857
1700.5,-0.003727273,0.209,1.209,0.213896207,-0.003428571
1701,-0.003863636,0.195,1.195,0.354189933,-0.003785714
1701.5,-0.003909091,0.194,1.194,0.34522343,-0.004
1702,-0.003818182,0.214,1.214,0.325346161,-0.004142857
1702.5,-0.003636364,0.167,1.167,0.251518963,-0.004142857
1703,-0.003318182,0.137,1.137,0.170999374,-0.004071429
1703.5,-0.003,0.058,1.058,0.091647106,-0.004
1704,-0.002545455,0.052,1.052,0.132690903,-0.003714286
1704.5,-0.002045455,-0.013,0.987,0.006331552,-0.003357143
1705,-0.001409091,-0.025,0.975,0.004086054,-0.002785714
1705.5,-0.000818182,-0.036,0.964,-0.049161841,-0.002285714
1706,-0.000136364,-0.009,0.991,-0.032155009,-0.001571429
1706.5,0.0005,0.003,1.003,0.025951008,-0.000928571
1707,0.001272727,0.061,1.061,0.001193617,-7.14286E-05
1707.5,0.001909091,-0.021,0.979,-0.068102667,0.000571429
1708,0.002636364,-0.042,0.958,-0.026189433,0.001357143
1708.5,0.003227273,-0.019,0.981,-0.040548639,0.001928571
1709,0.003818182,-0.003,0.997,0.096844623,0.002714286
1709.5,0.004272727,-0.023,0.977,0.017412369,0.003285714
1710,0.004636364,-0.012,0.988,-0.038707221,0.004
1710.5,0.004863636,-0.066,0.934,0.013198393,0.0045
1711,0.005090909,-0.088,0.912,0.002341009,0.005
1711.5,0.005227273,-0.164,0.836,-0.053188981,0.005357143
1712,0.005181818,-0.202,0.798,0.002607744,0.005571429
1712.5,0.005,-0.317,0.683,-0.198641287,0.005571429
1713,0.004681818,-0.324,0.676,-0.173447644,0.005571429
1713.5,0.004272727,-0.357,0.643,-0.217567907,0.005428571
1714,0.003681818,-0.382,0.618,-0.328736152,0.005
1714.5,0.003090909,-0.333,0.667,-0.39538214,0.004571429
1715,0.002318182,-0.302,0.698,-0.456300277,0.003928571
1715.5,0.001636364,-0.31,0.69,-0.580021353,0.003428571
1716,0.000818182,-0.161,0.839,-0.483602147,0.002642857
1716.5,0,-0.103,0.897,-0.381910752,0.001857143
1717,-0.000954545,-0.053,0.947,-0.269918156,0.000785714
1717.5,-0.001727273,-0.002,0.998,-0.166985848,-9.91271E-19
1718,-0.002545455,0.056,1.056,0.045041326,-0.001
1718.5,-0.003227273,0.121,1.121,0.174644628,-0.001785714
1719,-0.004,0.205,1.205,0.258926161,-0.002785714
1719.5,-0.004590909,0.205,1.205,0.269873843,-0.0035
1720,-0.005136364,0.168,1.168,0.214453751,-0.004285714
1720.5,-0.0055,0.167,1.167,0.208806516,-0.004785714
1721,-0.005818182,0.161,1.161,0.228643854,-0.005428571
1721.5,-0.006,0.076,1.076,0.092053689,-0.005857143
1722,-0.006045455,0.066,1.066,0.043905894,-0.006214286
1722.5,-0.005954545,0.101,1.101,0.07591183,-0.006357143
1723,-0.005681818,0.134,1.134,0.087821302,-0.006428571
1723.5,-0.005363636,0.09,1.09,0.077569306,-0.006428571
1724,-0.004909091,0.075,1.075,0.087932542,-0.006214286
1724.5,-0.004363636,0.047,1.047,0.095448533,-0.005857143
1725,-0.003590909,0.043,1.043,0.158383417,-0.005214286
1725.5,-0.002863636,0.035,1.035,0.091337125,-0.004642857
1726,-0.002,-0.013,0.987,0.064387111,-0.003857143
1726.5,-0.001181818,0.025,1.025,0.050343991,-0.003142857
1727,-0.000181818,-0.013,0.987,0.040345422,-0.002071429
1727.5,0.000681818,-0.011,0.989,-0.004894923,-0.001214286
1728,0.001681818,-0.079,0.921,-0.102923581,-0.000142857
1728.5,0.0025,-0.121,0.879,-0.082651459,0.000642857
1729,0.003363636,-0.106,0.894,-0.084199512,0.001714286
1729.5,0.004090909,-0.138,0.862,-0.04703668,0.002571429
1730,0.004863636,-0.164,0.836,-0.103107654,0.003642857
1730.5,0.005409091,-0.171,0.829,-0.099570381,0.004357143
1731,0.005909091,-0.174,0.826,-0.130872862,0.005142857
1731.5,0.006272727,-0.151,0.849,-0.131292548,0.005714286
1732,0.0065,-0.208,0.792,-0.247974995,0.006357143
1732.5,0.006545455,-0.169,0.831,-0.20793184,0.006714286
1733,0.0065,-0.193,0.807,-0.261257133,0.007
1733.5,0.006318182,-0.158,0.842,-0.216291761,0.007071429
1734,0.005909091,-0.149,0.851,-0.218923172,0.006928571
1734.5,0.005454545,-0.124,0.876,-0.183250537,0.006714286
1735,0.004863636,-0.095,0.905,-0.133710095,0.006357143
1735.5,0.004227273,-0.066,0.934,-0.092683538,0.005928571
1736,0.003363636,-0.037,0.963,-0.065497543,0.005142857
1736.5,0.002545455,-0.007,0.993,-0.052409535,0.004428571
1737,0.001545455,-0.036,0.964,-0.042033055,0.0035
1737.5,0.000681818,0.001,1.001,-0.025628222,0.002785714
1738,-0.000318182,0.036,1.036,0.000218469,0.001714286
1738.5,-0.001227273,0.056,1.056,0.031036176,0.000785714
1739,-0.002272727,0.053,1.053,-0.02484465,-0.000428571
1739.5,-0.003090909,0.106,1.106,0.017806191,-0.001285714
1740,-0.003954545,0.11,1.11,0.069342767,-0.002357143
1740.5,-0.004681818,0.106,1.106,0.103003165,-0.003214286
1741,-0.005363636,0.109,1.109,0.095058751,-0.004285714
1741.5,-0.005818182,0.111,1.111,0.159152988,-0.005
1742,-0.006272727,0.083,1.083,0.131388303,-0.005785714
1742.5,-0.006545455,0.132,1.132,0.181572613,-0.006285714
1743,-0.006636364,0.107,1.107,0.142976396,-0.006714286
1743.5,-0.006590909,0.086,1.086,0.11721575,-0.006928571
1744,-0.006409091,0.092,1.092,0.072639009,-0.007142857
1744.5,-0.006090909,0.105,1.105,0.098319762,-0.007142857
1745,-0.005590909,0.085,1.085,0.018462772,-0.006857143
1745.5,-0.005045455,0.105,1.105,0.03150734,-0.0065
1746,-0.004318182,0.108,1.108,0.080953443,-0.005928571
1746.5,-0.003636364,0.122,1.122,0.08952173,-0.005428571
1747,-0.002727273,0.088,1.088,0.119290098,-0.004642857
1747.5,-0.001818182,0.113,1.113,0.166141017,-0.003857143
1748,-0.000772727,0.119,1.119,0.144765007,-0.002785714
1748.5,9.09E-05,0.119,1.119,0.167928935,-0.002
1749,0.001090909,0.155,1.155,0.120361275,-0.000857143
1749.5,0.001954545,0.087,1.087,0.105207939,7.14286E-05
1750,0.002863636,0.055,1.055,0.120036062,0.001214286
1750.5,0.003590909,0.012,1.012,0.070880411,0.002071429
1751,0.004363636,-0.068,0.932,0.111095958,0.003142857
1751.5,0.004954545,-0.096,0.904,0.047224495,0.003928571
1752,0.005454545,-0.147,0.853,-0.016333611,0.004785714
1752.5,0.005727273,-0.181,0.819,-0.000437454,0.005285714
1753,0.005954545,-0.224,0.776,-0.119072401,0.005857143
1753.5,0.006045455,-0.22,0.78,-0.193349178,0.006214286
1754,0.006,-0.196,0.804,-0.24910261,0.006428571
1754.5,0.005818182,-0.226,0.774,-0.40800127,0.006428571
1755,0.005454545,-0.193,0.807,-0.382792408,0.006357143
1755.5,0.005045455,-0.191,0.809,-0.312929928,0.006214286
1756,0.0045,-0.168,0.832,-0.255481668,0.005857143
1756.5,0.003909091,-0.085,0.915,-0.136861234,0.005428571
1757,0.003136364,0.017,1.017,-0.105488064,0.004714286
1757.5,0.002454545,0.046,1.046,-0.086575772,0.004142857
1758,0.001636364,0.101,1.101,0.019519754,0.003357143
1758.5,0.000863636,0.144,1.144,0.09892371,0.002642857
1759,0,0.168,1.168,0.180108341,0.001642857
1759.5,-0.000727273,0.175,1.175,0.131010327,0.000857143
1760,-0.001545455,0.087,1.087,0.106672294,-0.000142857
1760.5,-0.002181818,0.21,1.21,0.146717874,-0.000857143
1761,-0.002863636,0.213,1.213,0.251698792,-0.001714286
1761.5,-0.003409091,0.197,1.197,0.284322023,-0.002357143
1762,-0.003909091,0.136,1.136,0.133759066,-0.003142857
1762.5,-0.004227273,0.132,1.132,0.198030961,-0.003642857
1763,-0.0045,0.142,1.142,0.175414654,-0.004214286
1763.5,-0.004636364,0.115,1.115,0.170425346,-0.004571429
1764,-0.004681818,0.153,1.153,0.086461509,-0.004857143
1764.5,-0.004636364,0.149,1.149,0.123106011,-0.005
1765,-0.0045,0.1,1.1,0.078109936,-0.005071429
1765.5,-0.004272727,0.118,1.118,0.149797177,-0.005
1766,-0.003954545,-0.014,0.986,0.05733278,-0.004785714
1766.5,-0.003590909,0.064,1.064,0.150843776,-0.0045
1767,-0.003090909,0.103,1.103,0.131179922,-0.004071429
1767.5,-0.002636364,0.075,1.075,0.106720516,-0.003714286
1768,-0.002090909,0.026,1.026,-0.030914735,-0.003214286
1768.5,-0.001590909,0.128,1.128,0.053426845,-0.002785714
1769,-0.001,0.178,1.178,0.151554521,-0.002142857
1769.5,-0.0005,0.027,1.027,-0.03637842,-0.001642857
1770,4.55E-05,0.046,1.046,-0.069354628,-0.001
1770.5,0.0005,0.089,1.089,0.122097425,-0.0005
1771,0.001,0.05,1.05,0.243638754,0.000142857
1771.5,0.001409091,0.082,1.082,0.121352255,0.000642857
1772,0.001818182,0,1,0.122681363,0.001214286
1772.5,0.002090909,-0.041,0.959,0.110080187,0.001571429
1773,0.002363636,0.039,1.039,0.066994482,0.002
1773.5,0.002545455,0.005,1.005,0.057288016,0.002285714
1774,0.002681818,-0.074,0.926,-0.14675388,0.002571429
1774.5,0.002727273,-0.112,0.888,-0.192894759,0.002714286
1775,0.002772727,-0.066,0.934,-0.017122514,0.002857143
1775.5,0.002772727,-0.187,0.813,-0.134520469,0.002928571
1776,0.002681818,-0.226,0.774,-0.135025315,0.002928571
1776.5,0.002545455,-0.133,0.867,-0.010570616,0.002857143
1777,0.002363636,-0.163,0.837,-0.111187657,0.002785714
1777.5,0.002181818,-0.144,0.856,-0.172526499,0.002714286
1778,0.002,-0.142,0.858,-0.180377486,0.0025
1778.5,0.001818182,-0.16,0.84,-0.202740501,0.002285714
1779,0.001545455,-0.143,0.857,-0.20551932,0.002
1779.5,0.001318182,-0.172,0.828,-0.256212943,0.001785714
1780,0.001090909,-0.163,0.837,-0.240568862,0.001571429
1780.5,0.000863636,-0.102,0.898,-0.164677831,0.001357143
1781,0.000636364,-0.025,0.975,-0.064512397,0.001
1781.5,0.0005,-0.006,0.994,-0.050181792,0.000785714
1782,0.000318182,0.004,1.004,-0.058499546,0.000571429
1782.5,0.000181818,0.043,1.043,-0.016124936,0.000428571
1783,4.55E-05,0.059,1.059,0.014543606,0.000285714
1783.5,-9.09E-05,0.072,1.072,0.034113905,0.000142857
1784,-0.000272727,0.092,1.092,0.055252127,-7.14286E-05
1784.5,-0.000363636,0.1,1.1,0.087080613,-0.000142857
1785,-0.000454545,0.185,1.185,0.106420761,-0.000214286
1785.5,-0.000545455,0.178,1.178,0.128297302,-0.000285714
1786,-0.000636364,0.262,1.262,0.141012937,-0.000428571
1786.5,-0.000727273,0.178,1.178,0.132209807,-0.000571429
1787,-0.000863636,0.135,1.135,0.248847589,-0.000714286
