kyBP,Prec_5KYR_AVG_DIFF,Humidity_5kyr_AVG_DIFF,Humidity_5kyr_AVG_DIFF_1,Humidity_3kyr_AVG_DIFF,Prec_3KYR_AVG_DIFF
1787.5,-0.000954545,0.116,1.116,0.2149373,-0.000785714
1788,-0.001090909,0.112,1.112,0.32762447,-0.000857143
1788.5,-0.001227273,0.122,1.122,0.201096597,-0.000928571
1789,-0.001363636,0.069,1.069,0.133378806,-0.001071429
1789.5,-0.001454545,0.107,1.107,0.092615604,-0.001142857
1790,-0.001590909,0.105,1.105,0.105739702,-0.001285714
1790.5,-0.001727273,0.029,1.029,0.007133722,-0.001428571
1791,-0.001863636,0.013,1.013,-0.04375777,-0.001571429
1791.5,-0.002,-0.115,0.885,-0.102554282,-0.001714286
1792,-0.002136364,-0.047,0.953,0.017483414,-0.001928571
1792.5,-0.002227273,-0.014,0.986,0.083094472,-0.002071429
1793,-0.002272727,0.027,1.027,0.053354674,-0.002214286
1793.5,-0.002272727,0.022,1.022,-0.02869531,-0.002285714
1794,-0.002227273,0.008,1.008,-0.063066423,-0.002357143
1794.5,-0.002181818,0.036,1.036,0.00255078,-0.002428571
1795,-0.002045455,-0.014,0.986,-0.032505526,-0.002428571
1795.5,-0.001863636,0.008,1.008,-0.023976745,-0.002357143
1796,-0.001636364,0.005,1.005,-0.026596157,-0.002214286
1796.5,-0.001409091,0.027,1.027,-0.007479378,-0.002071429
1797,-0.001045455,0.043,1.043,0.055633611,-0.001785714
1797.5,-0.000681818,0.079,1.079,0.102652732,-0.0015
1798,-0.000227273,0.013,1.013,0.11266095,-0.001142857
1798.5,0.000181818,0.089,1.089,0.052427464,-0.000857143
1799,0.000681818,0.04,1.04,0.00494731,-0.000357143
1799.5,0.001136364,-0.015,0.985,0.048942905,7.14286E-05
1800,0.001681818,0.002,1.002,-0.034264666,0.000642857
1800.5,0.002136364,-0.003,0.997,0.129342624,0.001071429
1801,0.002590909,0.01,1.01,0.026480442,0.001642857
1801.5,0.003,-0.051,0.949,-0.057652708,0.002142857
1802,0.003409091,-0.068,0.932,-0.045859824,0.002785714
1802.5,0.003681818,-0.102,0.898,-0.018048083,0.003214286
1803,0.003954545,-0.171,0.829,-0.005943903,0.003642857
1803.5,0.004136364,-0.142,0.858,0.012103664,0.003928571
1804,0.004272727,-0.283,0.717,-0.194013186,0.004214286
1804.5,0.004318182,-0.274,0.726,-0.217279599,0.004357143
1805,0.004227273,-0.257,0.743,-0.196598884,0.0045
1805.5,0.004045455,-0.297,0.703,-0.261522299,0.0045
1806,0.003727273,-0.324,0.676,-0.310213691,0.004428571
1806.5,0.003409091,-0.384,0.616,-0.419857437,0.004357143
1807,0.002954545,-0.347,0.653,-0.380882824,0.004071429
1807.5,0.0025,-0.336,0.664,-0.405691269,0.003785714
1808,0.001863636,-0.265,0.735,-0.367095295,0.003285714
1808.5,0.001227273,-0.181,0.819,-0.340446706,0.002785714
1809,0.0005,-0.1,0.9,-0.310168828,0.002071429
1809.5,-0.000181818,-0.034,0.966,-0.277725164,0.001428571
1810,-0.001,0.029,1.029,-0.202913409,0.0005
1810.5,-0.001681818,0.077,1.077,-0.077604483,-0.000214286
1811,-0.002454545,0.117,1.117,0.047925766,-0.001071429
1811.5,-0.003090909,0.146,1.146,0.145283562,-0.001714286
1812,-0.003772727,0.162,1.162,0.229026341,-0.002571429
1812.5,-0.004318182,0.166,1.166,0.285151849,-0.003214286
1813,-0.004863636,0.185,1.185,0.307565539,-0.004
1813.5,-0.005227273,0.199,1.199,0.279026818,-0.0045
1814,-0.0055,0.141,1.141,0.199051816,-0.005071429
1814.5,-0.005681818,0.105,1.105,0.10690785,-0.0055
1815,-0.005772727,0.065,1.065,0.066380194,-0.005928571
1815.5,-0.005727273,0.077,1.077,0.065281886,-0.006142857
1816,-0.005545455,0.084,1.084,0.023992237,-0.006214286
1816.5,-0.005272727,0.07,1.07,0.029071384,-0.006142857
1817,-0.004863636,0.091,1.091,0.017877322,-0.005928571
1817.5,-0.004409091,0.068,1.068,0.094295357,-0.005642857
1818,-0.003727273,0.071,1.071,0.15739566,-0.005142857
1818.5,-0.003045455,0.057,1.057,0.127578606,-0.004642857
1819,-0.002181818,-0.003,0.997,0.10901811,-0.003928571
1819.5,-0.001409091,0.037,1.037,0.083393439,-0.003357143
1820,-0.000454545,0.054,1.054,0.053193321,-0.002428571
1820.5,0.000409091,-0.007,0.993,0.054045033,-0.001642857
1821,0.001363636,-0.051,0.949,-0.05981457,-0.000571429
1821.5,0.002181818,-0.089,0.911,-0.049947293,0.000285714
1822,0.003136364,-0.063,0.937,0.003487871,0.001428571
1822.5,0.003954545,-0.102,0.898,-0.136744622,0.002357143
1823,0.004772727,-0.09,0.91,-0.09223202,0.003428571
1823.5,0.005363636,-0.093,0.907,-0.094185634,0.004142857
1824,0.005909091,-0.091,0.909,-0.061895254,0.005071429
1824.5,0.006272727,-0.077,0.923,-0.045815844,0.005714286
1825,0.006590909,-0.107,0.893,-0.117236909,0.006357143
1825.5,0.006727273,-0.159,0.841,-0.178455774,0.006714286
1826,0.006727273,-0.115,0.885,-0.077639944,0.007
1826.5,0.006636364,-0.131,0.869,-0.101168462,0.007142857
1827,0.006318182,-0.121,0.879,-0.078813046,0.007214286
1827.5,0.005863636,-0.131,0.869,-0.146794015,0.007071429
1828,0.005272727,-0.098,0.902,-0.157640108,0.006714286
1828.5,0.004681818,-0.059,0.941,-0.155814475,0.006357143
1829,0.003818182,-0.017,0.983,-0.137718402,0.005642857
1829.5,0.003,-0.019,0.981,-0.124995132,0.005
1830,0.002045455,-0.003,0.997,-0.078575608,0.004142857
1830.5,0.001136364,-0.003,0.997,-0.041898623,0.003357143
1831,0,0.011,1.011,0.045039409,0.002142857
1831.5,-0.001,0.043,1.043,0.073588786,0.001142857
1832,-0.002090909,0.076,1.076,0.100184249,-7.14286E-05
1832.5,-0.002954545,0.083,1.083,0.106285383,-0.000928571
1833,-0.003909091,0.097,1.097,0.077591028,-0.002142857
1833.5,-0.004727273,0.085,1.085,0.063807334,-0.003142857
1834,-0.0055,0.075,1.075,0.05698068,-0.004285714
1834.5,-0.006,0.047,1.047,0.019262693,-0.005
1835,-0.0065,0.045,1.045,0.05654285,-0.005857143
1835.5,-0.006863636,0.04,1.04,0.059582409,-0.0065
1836,-0.007090909,0.104,1.104,0.080223821,-0.007071429
1836.5,-0.007090909,0.112,1.112,0.100671829,-0.007285714
1837,-0.006909091,0.075,1.075,0.077128654,-0.0075
1837.5,-0.006636364,0.07,1.07,0.04362472,-0.007571429
1838,-0.006181818,0.051,1.051,0.138348077,-0.007428571
1838.5,-0.005636364,0.115,1.115,0.10107408,-0.007142857
1839,-0.004863636,0.104,1.104,0.048494667,-0.006571429
1839.5,-0.004136364,0.133,1.133,0.049941717,-0.006071429
1840,-0.003227273,0.079,1.079,0.025914136,-0.005285714
1840.5,-0.002318182,0.051,1.051,0.166646858,-0.0045
1841,-0.001227273,0.055,1.055,0.160253802,-0.003357143
1841.5,-0.000272727,-0.007,0.993,0.126370729,-0.002428571
1842,0.000818182,0.004,1.004,0.049521907,-0.001214286
1842.5,0.001727273,0.062,1.062,0.038297376,-0.000285714
1843,0.002772727,0.041,1.041,0.019700556,0.000928571
1843.5,0.003636364,0.046,1.046,0.046462224,0.001857143
1844,0.0045,-0.067,0.933,-0.073151265,0.003
1844.5,0.005136364,-0.085,0.915,-0.018416903,0.003785714
1845,0.005727273,-0.158,0.842,-0.09418883,0.004785714
1845.5,0.006136364,-0.127,0.873,-0.025982689,0.0055
1846,0.0065,-0.112,0.888,-0.018976607,0.006214286
1846.5,0.006681818,-0.131,0.869,-0.060185768,0.006642857
1847,0.006681818,-0.145,0.855,-0.110941409,0.007
1847.5,0.006545455,-0.167,0.833,-0.156883946,0.007142857
1848,0.006318182,-0.214,0.786,-0.234949945,0.007214286
1848.5,0.005954545,-0.223,0.777,-0.250983461,0.007071429
1849,0.005363636,-0.23,0.77,-0.254952747,0.006642857
1849.5,0.004772727,-0.215,0.785,-0.229202647,0.006214286
1850,0.004,-0.205,0.795,-0.219931561,0.005642857
1850.5,0.003272727,-0.164,0.836,-0.19509938,0.005142857
1851,0.002363636,-0.126,0.874,-0.188110443,0.004285714
1851.5,0.0015,-0.09,0.91,-0.180965347,0.0035
1852,0.000545455,-0.022,0.978,-0.177221751,0.002428571
1852.5,-0.000227273,0.038,1.038,-0.139896389,0.001642857
1853,-0.001181818,0.064,1.064,-0.093508562,0.000571429
1853.5,-0.002045455,0.129,1.129,-0.041054523,-0.000357143
1854,-0.002909091,0.14,1.14,0.063538836,-0.001428571
1854.5,-0.003545455,0.154,1.154,0.1660835,-0.002142857
1855,-0.004227273,0.192,1.192,0.209613172,-0.003142857
1855.5,-0.004727273,0.188,1.188,0.305792344,-0.003857143
1856,-0.005181818,0.185,1.185,0.282624101,-0.004571429
1856.5,-0.005454545,0.18,1.18,0.251902499,-0.005
1857,-0.005636364,0.173,1.173,0.261875981,-0.0055
1857.5,-0.005727273,0.134,1.134,0.153230671,-0.005857143
1858,-0.005727273,0.104,1.104,0.092458735,-0.006142857
1858.5,-0.005545455,0.11,1.11,0.088687839,-0.006142857
1859,-0.005227273,0.075,1.075,0.028323921,-0.006
1859.5,-0.004909091,0.035,1.035,0.053412011,-0.005857143
1860,-0.004454545,0.07,1.07,0.088479937,-0.005571429
1860.5,-0.003954545,0.069,1.069,0.081975888,-0.005214286
1861,-0.003272727,0.079,1.079,0.128609013,-0.004642857
1861.5,-0.002636364,0.043,1.043,0.04680822,-0.004142857
1862,-0.001863636,-0.005,0.995,0.079187695,-0.003428571
1862.5,-0.001181818,-0.002,0.998,0.098090245,-0.002857143
1863,-0.000409091,-0.029,0.971,0.067217771,-0.002
1863.5,0.000272727,-0.054,0.946,-0.003321195,-0.001285714
1864,0.001045455,-0.073,0.927,-0.092217321,-0.000357143
1864.5,0.001681818,-0.041,0.959,-0.093211528,0.000357143
1865,0.002363636,-0.03,0.97,-0.047193125,0.001214286
1865.5,0.002909091,-0.063,0.937,-0.105964998,0.001857143
1866,0.0035,-0.112,0.888,-0.141390374,0.002642857
1866.5,0.003909091,-0.117,0.883,-0.059049372,0.003142857
1867,0.004227273,-0.167,0.833,-0.069018722,0.003714286
1867.5,0.004409091,-0.131,0.869,-0.011646588,0.004071429
1868,0.004545455,-0.069,0.931,-0.074123212,0.0045
1868.5,0.004590909,0.001,1.001,-0.071290903,0.004785714
1869,0.0045,0.029,1.029,-0.182026859,0.004928571
1869.5,0.004318182,0.037,1.037,-0.183320139,0.004928571
1870,0.004090909,-0.008,0.992,-0.13786489,0.004857143
1870.5,0.003818182,0.022,1.022,0.002859426,0.004714286
1871,0.003363636,0.085,1.085,0.0375237,0.004357143
1871.5,0.002863636,0.082,1.082,0.091935033,0.003928571
1872,0.002318182,0.089,1.089,0.112501518,0.003428571
1872.5,0.001863636,0.221,1.221,0.228864944,0.003071429
1873,0.001272727,0.265,1.265,0.328320547,0.002428571
1873.5,0.000727273,0.192,1.192,0.162508313,0.001857143
1874,0.000136364,0.158,1.158,0.065860377,0.001214286
1874.5,-0.000318182,0.112,1.112,0.119565184,0.000785714
1875,-0.000863636,0.101,1.101,0.176157658,0.000142857
1875.5,-0.001363636,0.057,1.057,0.175288379,-0.000428571
1876,-0.001818182,0.092,1.092,0.216350504,-0.001071429
1876.5,-0.002090909,0.001,1.001,0.080139373,-0.001428571
1877,-0.002363636,0.035,1.035,0.122883646,-0.001928571
1877.5,-0.002590909,0.014,1.014,0.063498416,-0.002357143
1878,-0.002818182,-0.027,0.973,0.027164205,-0.002714286
1878.5,-0.002909091,-0.066,0.934,-0.087934968,-0.002857143
1879,-0.002909091,-0.059,0.941,-0.084162177,-0.003
1879.5,-0.002863636,-0.076,0.924,-0.160852736,-0.003071429
1880,-0.002818182,-0.037,0.963,-0.099724027,-0.003142857
1880.5,-0.002681818,-0.026,0.974,-0.08646858,-0.003071429
1881,-0.002409091,0.047,1.047,-0.007354562,-0.002857143
1881.5,-0.002181818,0,1,-0.048364181,-0.002714286
1882,-0.001954545,0.078,1.078,0.020583289,-0.002571429
1882.5,-0.001727273,0.104,1.104,0.027857147,-0.002428571
1883,-0.001409091,0.152,1.152,0.116418754,-0.002071429
1883.5,-0.001090909,0.188,1.188,0.069269583,-0.001714286
1884,-0.000772727,0.115,1.115,0.137530339,-0.001357143
1884.5,-0.000545455,0.098,1.098,0.170923015,-0.001142857
1885,-0.000272727,0.056,1.056,0.197195579,-0.000785714
1885.5,0,0.089,1.089,0.253743341,-0.000428571
1886,0.000272727,0.062,1.062,0.135088614,-7.14286E-05
1886.5,0.000409091,0.03,1.03,0.071905326,7.14286E-05
1887,0.000545455,0.049,1.049,0.040184264,0.000285714
1887.5,0.000681818,-0.05,0.95,0.039058714,0.0005
1888,0.000818182,-0.073,0.927,-0.037788832,0.000714286
1888.5,0.000863636,-0.069,0.931,-0.074375431,0.000785714
1889,0.000909091,-0.113,0.887,-0.148967922,0.000857143
1889.5,0.000954545,-0.018,0.982,-0.122372514,0.000928571
1890,0.000954545,-0.027,0.973,-0.096951379,0.001
1890.5,0.000909091,0.081,1.081,0.001301809,0.001
1891,0.000909091,-0.042,0.958,-0.064813231,0.001
1891.5,0.000909091,0.069,1.069,0.009054125,0.001
1892,0.000909091,-0.02,0.98,-0.018664474,0.000928571
1892.5,0.000909091,0.01,1.01,0.090443547,0.000857143
1893,0.000863636,0.078,1.078,0.052595948,0.000857143
1893.5,0.000818182,0.009,1.009,0.185060294,0.000857143
1894,0.000863636,-0.026,0.974,0.0021922,0.000857143
1894.5,0.000909091,-0.037,0.963,0.045107922,0.000857143
1895,0.000909091,-0.061,0.939,0.029330863,0.000785714
1895.5,0.000954545,-0.05,0.95,-0.039107833,0.000785714
1896,0.001045455,-0.132,0.868,-0.166661712,0.000928571
1896.5,0.001090909,-0.029,0.971,-0.057709608,0.001
1897,0.001090909,-0.18,0.82,-0.194772237,0.001
1897.5,0.001090909,-0.022,0.978,-0.06654617,0.001
1898,0.001090909,-0.014,0.986,-0.133871473,0.001071429
1898.5,0.001136364,-0.037,0.963,-0.11575146,0.001214286
1899,0.001181818,-0.044,0.956,-0.113391081,0.001285714
1899.5,0.001136364,0.014,1.014,0.009011841,0.001214286
1900,0.001045455,-0.154,0.846,0.080586927,0.001142857
1900.5,0.001,-0.063,0.937,0.066133653,0.001142857
1901,0.000909091,0.037,1.037,-0.029086148,0.001142857
1901.5,0.000772727,0.165,1.165,0.063338698,0.001071429
1902,0.000545455,0.044,1.044,-0.254379,0.000928571
1902.5,0.000363636,0.082,1.082,-0.010231884,0.000857143
1903,0.000136364,0.104,1.104,0.025409359,0.000714286
1903.5,-9.09E-05,0.021,1.021,0.147450467,0.000571429
1904,-0.000363636,-0.012,0.988,0.011255224,0.000285714
1904.5,-0.000636364,0.062,1.062,0.084674111,0
1905,-0.001,0.042,1.042,0.150027448,-0.000357143
1905.5,-0.001318182,0.264,1.264,0.356037633,-0.000642857
1906,-0.001636364,0.297,1.297,0.145896802,-0.001
1906.5,-0.001909091,0.066,1.066,0.01088832,-0.001285714
1907,-0.002227273,-0.014,0.986,-0.128888023,-0.001714286
1907.5,-0.002454545,0.136,1.136,0.091729824,-0.002
1908,-0.002681818,0.171,1.171,0.327547248,-0.002285714
1908.5,-0.002863636,0.065,1.065,-0.032997709,-0.0025
1909,-0.002954545,0.072,1.072,0.092308856,-0.002785714
1909.5,-0.003,0.05,1.05,0.244930521,-0.003
1910,-0.003,0.087,1.087,0.255488743,-0.003214286
1910.5,-0.002909091,0.078,1.078,0.18652705,-0.003285714
1911,-0.002727273,0.054,1.054,0.054386888,-0.003214286
1911.5,-0.002545455,-0.062,0.938,-0.242007929,-0.003142857
1912,-0.002227273,0.093,1.093,0.042503408,-0.003
1912.5,-0.001863636,0.093,1.093,0.015775324,-0.002785714
1913,-0.001409091,0.021,1.021,-0.038339974,-0.002428571
1913.5,-0.000954545,0.006,1.006,-0.038595429,-0.002071429
1914,-0.000363636,0,1,0.009989304,-0.0015
1914.5,0.000136364,-0.06,0.94,0.125874069,-0.001071429
1915,0.000727273,0.065,1.065,0.199637577,-0.0005
1915.5,0.001272727,0.007,1.007,0.128232336,0
1916,0.001863636,0.002,1.002,0.063736666,0.000714286
1916.5,0.002363636,0.054,1.054,-0.124438509,0.001285714
1917,0.002909091,-0.068,0.932,-0.041404869,0.002
1917.5,0.003318182,-0.224,0.776,-0.091598839,0.0025
1918,0.003727273,-0.322,0.678,-0.127376288,0.003071429
1918.5,0.004045455,-0.373,0.627,0.01272102,0.0035
1919,0.004272727,-0.426,0.574,-0.154059703,0.004
1919.5,0.004363636,-0.407,0.593,-0.342285889,0.004285714
1920,0.004363636,-0.313,0.687,-0.285017165,0.004571429
1920.5,0.004272727,-0.374,0.626,-0.489932869,0.004714286
1921,0.004090909,-0.343,0.657,-0.553046922,0.004714286
1921.5,0.003863636,-0.382,0.618,-0.580117919,0.004642857
1922,0.003454545,-0.386,0.614,-0.701367178,0.004428571
1922.5,0.003,-0.164,0.836,-0.521991815,0.004142857
1923,0.002409091,-0.019,0.981,-0.277806001,0.003714286
1923.5,0.001818182,0.076,1.076,-0.222565121,0.003285714
1924,0.001090909,0.115,1.115,-0.007568053,0.002571429
1924.5,0.000454545,0.172,1.172,0.257921521,0.002
1925,-0.000272727,0.179,1.179,0.2678946,0.001214286
1925.5,-0.000909091,0.192,1.192,0.326300374,0.000571429
1926,-0.001681818,0.184,1.184,0.277344908,-0.000285714
1926.5,-0.002363636,0.203,1.203,0.256535126,-0.001
1927,-0.003045455,0.253,1.253,0.301748929,-0.001857143
1927.5,-0.003545455,0.226,1.226,0.207232127,-0.002428571
1928,-0.004045455,0.094,1.094,0.024437397,-0.003214286
1928.5,-0.004409091,0.05,1.05,0.071539528,-0.003785714
1929,-0.004727273,-0.016,0.984,0.056087132,-0.004357143
1929.5,-0.004909091,0,1,0.167152695,-0.004714286
1930,-0.005,0.015,1.015,0.135152918,-0.005071429
1930.5,-0.005,0.029,1.029,0.065375058,-0.005285714
1931,-0.004863636,0.017,1.017,-0.000192616,-0.005428571
1931.5,-0.004590909,0.037,1.037,-0.011699666,-0.005357143
1932,-0.004181818,0.027,1.027,-0.039014689,-0.005142857
1932.5,-0.003772727,0.047,1.047,-0.049693944,-0.004928571
1933,-0.003181818,0.09,1.09,-0.120856048,-0.0045
1933.5,-0.002590909,0.073,1.073,-0.065161043,-0.004071429
1934,-0.001863636,0.043,1.043,0.035978248,-0.003428571
1934.5,-0.001181818,0.148,1.148,0.155585939,-0.002857143
1935,-0.000409091,0.105,1.105,0.309000115,-0.002
1935.5,0.000272727,0.081,1.081,0.226352758,-0.001285714
1936,0.001090909,0.129,1.129,0.087385062,-0.000357143
1936.5,0.001772727,0.137,1.137,0.206412612,0.000357143
1937,0.0025,0.017,1.017,0.094879098,0.001214286
1937.5,0.003090909,0.066,1.066,0.044687494,0.001857143
1938,0.003681818,0.015,1.015,0.078903681,0.002714286
1938.5,0.004090909,-0.019,0.981,-0.04669089,0.003285714
1939,0.0045,-0.094,0.906,-0.152806706,0.003928571
1939.5,0.004772727,0.039,1.039,0.070883871,0.004357143
1940,0.004909091,-0.033,0.967,-0.054215707,0.004785714
1940.5,0.004954545,-0.07,0.93,0.113764362,0.005071429
1941,0.004909091,-0.098,0.902,-0.04806814,0.005357143
1941.5,0.004727273,-0.17,0.83,-0.053883079,0.005428571
1942,0.004454545,-0.194,0.806,-0.060961363,0.005285714
1942.5,0.004136364,-0.074,0.926,-0.042721086,0.005071429
1943,0.003636364,-0.158,0.842,-0.213093339,0.004714286
1943.5,0.003136364,-0.189,0.811,-0.212287057,0.004357143
1944,0.002454545,-0.176,0.824,-0.3216247,0.003857143
1944.5,0.001772727,-0.002,0.998,-0.121331965,0.003357143
1945,0.001045455,0.091,1.091,-0.238855705,0.002571429
1945.5,0.000454545,0.079,1.079,-0.300120361,0.002
1946,-0.000318182,0.168,1.168,-0.052115967,0.001142857
1946.5,-0.001,0.388,1.388,0.103289668,0.000428571
1947,-0.001681818,0.332,1.332,0.357624751,-0.000357143
1947.5,-0.002272727,0.404,1.404,0.368002519,-0.001
1948,-0.002909091,0.223,1.223,0.337101346,-0.001928571
1948.5,-0.003363636,0.224,1.224,0.644625541,-0.002571429
1949,-0.003772727,0.267,1.267,0.607524491,-0.003214286
1949.5,-0.004,0.165,1.165,0.588922246,-0.003571429
1950,-0.004227273,0.153,1.153,0.2331478,-0.004
1950.5,-0.004409091,-0.098,0.902,-0.030466813,-0.004357143
1951,-0.004454545,-0.078,0.922,-0.005097259,-0.004642857
1951.5,-0.004318182,-0.049,0.951,-0.057269472,-0.004642857
1952,-0.004045455,-0.197,0.803,-0.265526217,-0.004642857
1952.5,-0.003772727,-0.094,0.906,-0.318624072,-0.004642857
1953,-0.003409091,-0.169,0.831,-0.389069809,-0.004428571
1953.5,-0.003,0.042,1.042,-0.091499868,-0.004142857
1954,-0.002454545,0.031,1.031,-0.017769536,-0.003642857
1954.5,-0.001954545,0.058,1.058,0.040819711,-0.003214286
1955,-0.001363636,-0.018,0.982,0.065379236,-0.002642857
1955.5,-0.000772727,0.021,1.021,0.058683038,-0.002071429
1956,-4.55E-05,0.062,1.062,0.171671331,-0.001285714
1956.5,0.000545455,0.104,1.104,0.208445374,-0.000714286
1957,0.001136364,0.128,1.128,-0.008804823,0
1957.5,0.001590909,0.032,1.032,0.07760264,0.0005
1958,0.002090909,-0.007,0.993,-0.073977253,0.001214286
1958.5,0.0025,-0.019,0.981,0.039002841,0.001785714
1959,0.002909091,-0.008,0.992,0.043371919,0.002357143
1959.5,0.003181818,0.02,1.02,-0.016517383,0.002714286
1960,0.003363636,-0.028,0.972,-0.060581022,0.003142857
1960.5,0.003454545,0.062,1.062,0.064175425,0.003428571
1961,0.0035,-0.056,0.944,0.013775967,0.003714286
1961.5,0.003409091,0.051,1.051,0.105648465,0.003785714
1962,0.003181818,0.025,1.025,0.001504663,0.003714286
1962.5,0.002954545,0.029,1.029,-0.112559815,0.003642857
1963,0.002681818,0.089,1.089,-0.060206702,0.0035
1963.5,0.002363636,0.019,1.019,0.01663691,0.003285714
1964,0.001909091,0.071,1.071,0.109278354,0.002857143
1964.5,0.001454545,0.017,1.017,0.10158393,0.002428571
1965,0.000954545,0.029,1.029,0.09269076,0.001928571
1965.5,0.000545455,-0.031,0.969,0.013080335,0.001571429
1966,4.55E-05,0.038,1.038,0.077300016,0.001
1966.5,-0.000409091,0.13,1.13,0.128477862,0.0005
1967,-0.000863636,0.03,1.03,0.071459017,-7.14286E-05
1967.5,-0.001181818,0.016,1.016,-0.087703201,-0.000428571
1968,-0.001545455,-0.018,0.982,-0.098999494,-0.000928571
1968.5,-0.001863636,-0.003,0.997,0.003854914,-0.001357143
1969,-0.002136364,0.016,1.016,0.033965508,-0.001785714
1969.5,-0.002272727,0.086,1.086,0.02346663,-0.002
1970,-0.002363636,0.07,1.07,0.047223481,-0.002285714
1970.5,-0.002409091,0.072,1.072,0.041558004,-0.0025
1971,-0.002363636,0.198,1.198,0.087329285,-0.002642857
1971.5,-0.002227273,0.142,1.142,0.153110761,-0.002642857
1972,-0.002090909,0.075,1.075,0.034402638,-0.002571429
1972.5,-0.001954545,0.159,1.159,0.137790919,-0.0025
1973,-0.001681818,0.102,1.102,0.197843237,-0.002285714
1973.5,-0.001363636,0.036,1.036,0.151614543,-0.002
1974,-0.001045455,0.021,1.021,0.126675589,-0.001714286
1974.5,-0.000772727,0.002,1.002,0.258283684,-0.0015
1975,-0.000409091,-0.129,0.871,0.047606484,-0.001071429
1975.5,-9.09E-05,-0.093,0.907,-0.007073124,-0.000714286
1976,0.000227273,-0.158,0.842,-0.038613569,-0.000357143
1976.5,0.000454545,-0.236,0.764,-0.219993994,-0.000142857
1977,0.000727273,-0.18,0.82,-0.272363623,0.000214286
1977.5,0.001,-0.233,0.767,-0.229891944,0.000571429
1978,0.001227273,-0.263,0.737,-0.3598064,0.000928571
1978.5,0.001318182,-0.154,0.846,-0.332907647,0.001071429
1979,0.001409091,-0.1,0.9,-0.187292498,0.001285714
1979.5,0.0015,-0.132,0.868,-0.272544304,0.0015
1980,0.001545455,-0.077,0.923,-0.158027108,0.001642857
1980.5,0.0015,-0.02,0.98,0.008305605,0.001642857
1981,0.001409091,-0.014,0.986,-0.017217264,0.001642857
1981.5,0.001318182,-0.055,0.945,0.002949663,0.001642857
1982,0.001136364,0.101,1.101,0.029965981,0.001571429
1982.5,0.000909091,0.093,1.093,-0.020685886,0.001428571
1983,0.000681818,0.073,1.073,0.113579808,0.001214286
